IATA,ICAO,Airline,Country/Region
LM,LOG,Loganair,United Kingdom
LL,GRO,Allegro,Mexico
LL,BSK,Miami Air International,United States
LK,LXR,Air Luxor,Portugal
LJ,JNA,Jin Air,South Korea
LJ,SLA,Sierra National Airlines,Sierra Leone
LI,LIA,Leeward Islands Air Transport,Antigua and Barbuda
LH,DLH,Lufthansa,Germany
LH,GEC,Lufthansa Cargo,Germany
LG,LGL,Luxair,Luxembourg
LF,VTE,Contour Airlines,United States
LF,NDC,FlyNordic,Sweden
LD,AHK,Air Hong Kong,Hong Kong
LC,VLO,Varig Logística,Brazil
LB,LEP,Air Costa,India
LB,LLB,Lloyd Aéreo Boliviano,Bolivia
LA,LAN,LATAM Chile,Chile
L9,MLI,Air Mali,Mali
L9,BAL,Belle Air Europe,Italy
L9,BTZ,Bristow U.S. LLC,United States
L9,TLW,Teamline Air,Austria
L8,LXG,Air Luxor GB,Guinea-Bissau
L7,LPN,Laoag International Airlines,Philippines
L7,LNP,Línea Aérea SAPSA,Chile
L6,AMI,Air Maldives,Maldives
L6,VNZ,Tbilaviamsheni,Georgia
L5,,Línea Aérea Cuencana,Ecuador
L5,LTR,Lufttransport,Norway
L4,SSX,Lynx Aviation,United States
L3,JOS,DHL de Guatemala,Guatemala
L3,LTO,LTU Austria,Austria
L2,LYC,Lynden Air Cargo,United States
L1,,Lufthansa Systems,Germany
KZ,NCA,Nippon Cargo Airlines,Japan
KY,EQL,Air São Tomé and Príncipe,São Tomé and Príncipe
KY,KNA,Kunming Airlines,China
KX,CAY,Cayman Airways,Cayman Islands
KW,KHK,Kharkiv Airlines,Ukraine
KW,KFA,Kelowna Flightcraft Air Charter,Canada
KW,WAN,Wataniya Airways,Kuwait
KV,MVD,Kavminvodyavia,Russia
KV,SKV,Sky Regional Airlines,Canada
KU,KAC,Kuwait Airways,Kuwait
KS,PEN,Peninsula Airways,United States
KR,KME,Cambodia Airways,Cambodia
KR,CWK,Comores Airlines,Comoros
KR,KHA,Kitty Hawk Aircargo,United States
KQ,KQA,Kenya Airways,Kenya
KP,KIA,Kiwi International Air Lines,United States
KO,AER,Alaska Central Express,United States
KN,CUA,China United Airlines,China
KM,AMC,Air Malta,Malta
KL,KLM,KLM,Netherlands
KK,KKK,Atlasjet,Turkey
KJ,AAZ,Asian Air,Kyrgyzstan
KJ,AIH,Air Incheon,South Korea
KJ,LAJ,British Mediterranean Airways,United Kingdom
KI,DHI,Adam Air,Indonesia
KI,AAG,Air Atlantique,United Kingdom
KI,KAI,KaiserAir,United States
KI,SJB,SKS Airways,Malaysia
KH,AAH,Aloha Air Cargo,United States
KG,LYM,Key Lime Air,United States
KG,BNX,LAI - Línea Aérea IAACA,Venezuela
KF,BLF,Blue1,Finland
KE,KAL,Korean Air,South Korea
KD,AEN,Air Enterprise,France
KD,KLS,Kalstar Aviation,Indonesia
KD,KNI,KD Avia,Russia
KC,KZR,Air Astana,Kazakhstan
KB,DRK,Druk Air,Bhutan
KA,HDA,Cathay Dragon,Hong Kong
K9,KFS,Kalitta Charters,United States
K9,KRI,Krylo Airlines,Russia
K9,TEZ,TezJet Airlines,Kyrgyzstan
K8,ZAK,Airlink Zambia,Zambia
K6,KHV,Angkor Air,Cambodia
K6,KHV,Cambodia Angkor Air,Cambodia
K6,KZW,Khalifa Airways,Algeria
K5,SQH,SeaPort Airlines,United States
K4,CKS,Kalitta Air,United States
K3,TQN,Taquan Air Services,United States
K2,ELO,Eurolot,Poland
JZ,JAP,JetSMART Perú,Peru
JZ,SKX,Skyways Express,Sweden
JY,TCI,Air Turks and Caicos,Turks and Caicos Islands
JY,IWY,InterCaribbean Airways,Turks and Caicos Islands
JX,JEC,Jett8 Airlines Cargo,Singapore
JX,SJX,Starlux Airlines,Taiwan
JW,APW,Arrow Air,United States
JW,VNL,Vanilla Air,Japan
JV,BLS,Bearskin Lake Air Service,Canada
JU,ASL,Air Serbia,Serbia
JU,JAT,Jat Airways,Serbia
JT,LNI,Lion Air,Indonesia
JS,KOR,Air Koryo,Democratic People's Republic of Korea
JR,SER,Aero California,Mexico
JQ,JST,Jetstar,Australia
JP,ADR,Adria Airways,Slovenia
JO,JAZ,JALways,Japan
JO,JTD,Jettime,Denmark
JN,XLA,Excel Airways,United Kingdom
JM,AJM,Air Jamaica,Jamaica
JM,JKT,Jetstar Hong Kong Airways,China
JL,JAL,Japan Airlines,Japan
JL,JAL,Japan Airlines Domestic,Japan
JK,JKK,Spanair,Spain
JJ,AGX,Aviogenex,Serbia
JJ,TAM,LATAM Brasil,Brazil
JI,JAE,Jade Cargo International,China
JI,MDW,Midway Airlines (1993–2003),United States
JH,FDA,Fuji Dream Airlines,Japan
JH,NES,Nordeste Linhas Aéreas Regionais,Brazil
JF,JAA,Jet Asia Airways,Thailand
JF,LAB,L.A.B. Flying Service,United States
JE,MNO,Mango,South Africa
JD,CBJ,Beijing Capital Airlines,China
JC,JEX,JAL Express,Japan
JB,JBA,Helijet,Canada
JA,BON,B&H Airlines,Bosnia and Herzegovina
JA,JAT,JetSMART,Chile
J9,GIF,Guinee Airlines,Guinea
J9,JZR,Jazeera Airways,Kuwait
J8,BVT,Berjaya Air,Malaysia
J7,CVC,Centre-Avia,Russia
J7,DNM,Denim Air,Netherlands
J7,VJA,ValuJet Airlines,United States
J6,AOC,AVCOM,Russia
J4,BDR,Badr Airlines,Sudan
J4,BFL,Buffalo Airways,Canada
J4,JCI,Jordan International Air Cargo,Jordan
J3,PLR,Northwestern Air,Canada
J2,AHY,Azerbaijan Airlines,Azerbaijan
IZ,AIZ,Arkia Israel Airlines,Israel
IY,IYE,Yemenia,Yemen
IX,AXB,Air India Express,India
IW,AOM,AOM French Airlines,France
IW,WON,Wings Air,Indonesia
IV,JET,Wind Jet,Italy
IT,KFR,Kingfisher Airlines,India
IT,TTW,Tigerair Taiwan,Taiwan
IR,IRA,Iran Air,Iran
IQ,AUB,Augsburg Airways,Germany
IP,JOL,Atyrau Air Ways,Kazakhstan
IP,ONS,One Airlines,Chile
IO,IAA,Indonesian Airlines,Indonesia
IN,MAK,MAT Macedonian Airlines,Macedonia
IN,NIH,NAM Air,Indonesia
IM,MNJ,Menajet,Lebanon
IK,KAR,Ikar,Russian Federation
IK,LKN,Lankair,Sri Lanka
IJ,LIB,Air Liberté,France
IJ,GWL,Great Wall Airlines,China
IJ,SJO,Spring Airlines Japan,Japan
II,CSQ,IBC Airways,United States
IH,,Falcon Aviation,Sweden
IH,MZA,Irtysh Air,Kazakhstan
IG,AEY,Air Italy,Italy
IG,ISS,Meridiana,Italy
IF,ISW,Islas Airways,Spain
IE,SOL,Solomon Airlines,Solomon Islands
ID,BTK,Batik Air,Indonesia
ID,ITK,Interlink Airlines,South Africa
IC,IAC,Indian Airlines,India
IB,IBE,Iberia Airlines,Spain
IA,IAW,Iraqi Airways,Iraq
I9,IBU,Indigo Airlines,United States
I7,IOA,IndiaOne Air,India
I7,PMW,Paramount Airways,India
I6,SEQ,Sky Eyes,Thailand
I5,IAD,AirAsia India,India
I4,EXP,Island Air Express,United States
I4,FWA,Interstate Airlines,Netherlands
I2,IBS,Iberia Express,Spain
HZ,SHU,Sakhalinskie Aviatrassy (SAT),Russia
HZ,SOZ,Sat Airlines,Kazakhstan
HY,UZB,Uzbekistan Airways,Uzbekistan
HX,CRK,Hong Kong Airlines,Hong Kong
HW,FHE,Hello,Switzerland
HW,UBD,FlyErbil,Iraqi Kurdistan
HW,NWL,North-Wright Airways,Canada
HV,TRA,Transavia Holland,Netherlands
HU,CHH,Hainan Airlines,China
HT,AHW,Aeromist-Kharkiv,Ukraine
HR,HHN,Hahn Air,Germany
HQ,HMY,Harmony Airways,Canada
HQ,TCW,Thomas Cook Airlines,Belgium
HP,AWE,America West Airlines,United States
HP,,Hawaiian Pacific Airlines,United States
HP,HPA,Pearl Airways,Haiti
HP,,Phoenix Airways,Switzerland
HO,DJA,Antinea Airlines,Algeria
HO,DKH,Juneyao Airlines,China
HN,HVY,Heavylift Cargo Airlines,Australia
HM,SEY,Air Seychelles,Seychelles
HK,FSC,Four Star Aviation / Four Star Cargo,United States
HJ,HEJ,Hellas Jet,Greece
HJ,USW,HumoAir,Uzbekistan
HJ,TMN,Tasman Cargo Airlines,Australia
HH,,Hope Air,Canada
HG,NLY,Niki,Austria
HF,HLF,Hapagfly,Germany
HE,LGW,German Airways,Germany
HD,ADO,AIRDO,Japan
HD,HLN,Air Holland,Netherlands
HC,ATI,Aero-Tropics Air Services,Australia
HC,SZN,Air Senegal,Senegal
HC,HCC,Holidays Czech Airlines,Czech Republic
HC,,Iceland Express,Iceland
HB,HGB,Greater Bay Airlines,Hong Kong
HB,HAR,Harbor Airlines,United States
HA,HAL,Hawaiian Airlines,United States
H9,HAD,Air d'Ayiti,Haiti
H9,HIM,Himalaya Airlines,Nepal
H9,IZM,Izair,Turkey
H8,KHB,Dalavia,Russia
H7,LFA,Air Alfa,Turkey
H7,EGU,Eagle Air,Uganda
H7,HYM,HiSky,Moldova
H6,HAG,Hageland Aviation Services,United States
H5,HOA,Hola Airlines,Spain
H5,MVL,Mavial Magadan Airlines,Russia
H4,,Héli Sécurité Helicopter Airlines,France
H4,HYS,HiSky Europe,Romania
H4,IIN,Inter Island Airways,Cape Verde
H2,SKU,Sky Airline,Chile
H1,,Hahn Air Systems,Germany
H1,,Hooters Air,United States
GZ,RAR,Air Rarotonga,Cook Islands
GY,,Guyana Airways 2000,
GY,TMG,Tri-MG Intra Asia Airlines,Indonesia
GX,JXX,JetX Airlines,Iceland
GX,,Pacificair,Philippines
GW,CRG,Costa Rica Green Airways,Costa Rica
GW,KIL,Kuban Airlines,Russia
GW,SGR,SkyGreece Airlines,Greece
GV,ARF,Aero Flight,Germany
GV,GUN,Grant Aviation,United States
GT,GBL,GB Airways,United Kingdom
GS,UPA,Air Foyle,United Kingdom
GS,GCR,Tianjin Airlines,China
GR,AUR,Aurigny Air Services,United Kingdom
GR,GCO,Gemini Air Cargo,United States
GQ,BSY,Big Sky Airlines,United States
GP,RIV,APG Airlines,France
GP,PTP,Palau Trans Pacific Airlines,Palau
GO,KZU,Kuzu Airlines Cargo,Turkey
GN,AGN,Air Gabon,Gabon
GM,SVK,Air Slovakia,Slovakia
GM,GSW,Chair Airlines,Switzerland
GL,GRL,Air Greenland,Greenland
GK,,Go One Airways,United Kingdom
GK,JJP,Jetstar Japan,Japan
GJ,EEZ,Eurofly,Italy
GJ,CDC,Loong Air,China
GJ,MXC,Mexicargo,Mexico
GI,IKA,Itek Air,Kyrgyzstan
GI,LHA,Longhao Airlines,China
GH,GLP,Globus Airlines,Russia
GH,GHA,Ghana Airways,Ghana
GG,GUY,Air Guyane,French Guiana
GG,HAH,Air Comores International,Comoros
GG,GGC,Cargo 360,United States
GG,KYE,Sky Lease Cargo,United States
GF,GFA,Gulf Air,Bahrain
GE,TNA,TransAsia Airways,Taiwan
GD,AHA,Air Alpha Greenland,Denmark
GC,GNR,Gambia International Airlines,Gambia
GB,ABX,ABX Air,United States
GB,ABX,Airborne Express,United States
GA,GIA,Garuda Indonesia,Indonesia
G9,ABY,Air Arabia,United Arab Emirates
G8,AGB,Air Service Gabon,Gabon
G8,ENK,Enkor JSC,Russia
G8,GOW,GoAir,India
G8,GUJ,Gujarat Airways,India
G7,GNF,Gandalf Airlines,Italy
G7,GJS,GoJet Airlines,United States
G6,ACY,Fly Arna,Armenia
G6,BSR,Guine Bissaur Airlines,Guinea-Bissau
G6,WLG,Air Volga,Russia
G5,HXA,China Express Airlines,China
G4,AAY,Allegiant Air,United States
G3,CIX,City Connexion Airlines,Burundi
G3,GLO,Gol Transportes Aéreos,Brazil
G2,VXG,Avirex,Gabon
G1,,Gorkha Airlines,Nepal
G0,GHB,Ghana International Airlines,Ghana
FZ,FDB,Flydubai,UAE
FY,FFM,Firefly,Malaysia
FY,NWR,Northwest Regional Airlines,Australia
FX,FDX,FedEx Express,United States
FW,IBX,Ibex Airlines,Japan
FV,PLK,Pulkovo Aviation Enterprise,Russia
FV,SDM,Rossiya,Russia
FT,FEG,FlyEgypt,Egypt
FT,SRH,Siem Reap Airways,Cambodia
FS,FOX,Flyr,Norway
FS,ACL,Itali Airlines,Italy
FS,STU,Servicios de Transportes Aéreos Fueguinos,Argentina
FR,RYR,Ryanair,Ireland
FP,PVV,Fly Pro,Moldova
FP,FRE,FlyPelican,Australia
FP,FRE,Freedom Air,United States
FP,AND,Servicios Aéreos de los Andes,Peru
FO,ATM,Airlines of Tasmania,Australia
FO,FBZ,Flybondi,Argentina
FN,RGL,Regional Air Lines,Morocco
FM,CSH,Shanghai Airlines,China
FL,LPA,Air Leap,Sweden
FL,TRS,AirTran Airways,United States
FK,WTA,Africa West,Togo
FK,KEW,Keewatin Air,Canada
FJ,FJI,Fiji Airways,Fiji
FI,ICE,Icelandair,Iceland
FH,FHY,Freebird Airlines,Turkey
FH,FUA,Futura International Airways,Spain
FG,AFG,Ariana Afghan Airlines,Afghanistan
FF,,Airshop,Netherlands
FE,FEA,Far Eastern Air Transport,Taiwan
FE,WCP,Primaris Airlines,United States
FD,,Royal Flying Doctor Service,Australia
FD,AIQ,Thai AirAsia,Thailand
FC,WBA,Finncomm Airlines,Finland
FB,LZB,Bulgaria Air,Bulgaria
FA,SFR,Safair,South Africa
F9,FFT,Frontier Airlines,United States
F8,FLE,Flair Airlines,Canada
F7,BBO,Flybaboo,Switzerland
F6,RCK,FaroeJet,Faroe Islands
F6,VAW,Fly2Sky,Bulgaria
F5,COZ,Cosmic Air,Nepal
F4,NBK,Albarka Air,Nigeria
F3,FSW,Faso Airways,Burkina Faso
F2,FLM,Fly Air,Turkey
EZ,EIA,Evergreen International Airlines,United States
EZ,SUS,Sun Air of Scandinavia,Denmark
EY,ETD,Etihad Airways,United Arab Emirates
EX,BJK,Atlantic Airlines,United States
EX,SDO,Air Santo Domingo,Dominican Republic
EW,EWG,Eurowings,Germany
EV,ASQ,Atlantic Southeast Airlines,United States
EV,ASQ,ExpressJet,United States
EU,EEA,Empresa Ecuatoriana De Aviación,Ecuador
ET,ETH,Ethiopian Airlines,Ethiopia
ES,DHX,DHL International,Bahrain
ER,DHL,Astar Air Cargo,United States
EQ,TAE,TAME,Ecuador
EP,IRC,Iran Aseman Airlines,Iran
EO,BCL,British Caribbean Airways,United Kingdom
EO,LHN,Express One International,United States
EO,ALX,Hewa Bora Airways,Democratic Republic of the Congo
EN,DLA,Air Dolomiti,Italy
EM,AEB,Aero Benin,Benin
EM,CFS,Empire Airlines,United States
EL,ANK,Air Nippon,Japan
EL,ELB,Ellinair,Greece
EK,UAE,Emirates Airlines,United Arab Emirates
EJ,NEA,New England Airlines,United States
EI,EIN,Aer Lingus,Ireland
EH,AKX,Air Nippon Network Co. Ltd.,Japan
EH,SET,SAETA,Ecuador
EG,EUK,Aer Lingus UK,United Kingdom
EG,JAA,Japan Asia Airways,Japan
EE,EAY,Aero Airlines,Estonia
ED,ABQ,Airblue,Pakistan
ED,AXE,AirExplore,Slovakia
EC,TWN,Avialeasing Aviation Company,Uzbekistan
EC,EJU,easyJet Europe,Austria
EA,EAL,Eastern Air Lines,United States
EA,EAI,Emerald Airlines,Ireland
EA,EAL,European Air Express,Germany
E9,MHS,Air Memphis,Egypt
E9,CXS,Boston-Maine Airways,United States
E8,ELG,Alpi Eagles,Italy
E7,ESF,Estafeta Carga Aérea,Mexico
E7,EAF,European Aviation Air Charter,United Kingdom
E6,,Bringer Air Cargo Taxi Aéreo,Brazil
E6,EWL,Eurowings Europe,Malta
E5,BRZ,Samara Airlines,Russia
E5,RBG,Air Arabia Egypt,Egypt
E4,RSO,Aero Asia International,Pakistan
E3,DMO,Domodedovo Airlines,Russia
E3,VGO,Sabaidee Airways,Thailand
E2,EWE,Eurowings Europe,Austria
E2,EWL,Eurowings Europe,Austria
E2,KMP,Kampuchea Airlines,Cambodia
E2,GRN,Rio Grande Air,United States
E1,,Everbread,United Kingdom
E0,ESS,Eos Airlines,United States
DZ,EPA,Donghai Airlines,China
DY,NOZ,Norwegian Air Shuttle,Norway
DX,DTR,DAT Danish Air Transport,Denmark
DW,UCR,Aero-Charter Ukraine,Ukraine
DV,ACK,Nantucket Airlines,United States
DV,VSV,Scat Air,Kazakhstan
DU,NLH,Norwegian Long Haul,Norway
DT,DTA,TAAG Angola Airlines,Angola
DS,EZS,easyJet Switzerland,Switzerland
DQ,,Coastal Air,United States
DP,AMM,Air 2000,United Kingdom
DP,PBD,Pobeda,Russia
DO,DOA,Dominicana de Aviación,Dominican Republic
DN,NAA,Norwegian Air Argentina,Argentina
DM,DAN,Maersk Air,Denmark
DL,DAL,Delta Air Lines,United States
DK,ELA,Eastland Air,Australia
DJ,WAJ,AirAsia Japan,Japan
DJ,PBN,Pacific Blue,New Zealand
DJ,PLB,Polynesian Blue,New Zealand
DJ,SRR,Star Air,Denmark
DI,BAG,Dba,Germany
DI,NRS,Norwegian Air UK,United Kingdom
DH,DVA,Discovery Airways,United States
DH,IDE,Independence Air,United States
DH,NAN,Norwegian Air Norway,Norway
DG,SRQ,Cebgo,Philippines
DE,CFG,Condor Flugdienst,Germany
DD,DDL,Danish Air Lines,Denmark
DD,NOK,Nok Air,Thailand
DC,GAO,Golden Air,Sweden
DB,BZH,Brit Air,France
DB,MLT,Maleth-Aero,Malta
DA,GRG,Air Georgia,Georgia
D9,DNV,Donavia,Russia
D8,IBK,Norwegian Air International,Ireland
D8,NSZ,Norwegian Air Sweden,Sweden
D7,XAX,AirAsia X,Malaysia
D7,XFA,FlyAsianXpress,Malaysia
D6,ILN,Interair South Africa,South Africa
D5,DAU,Dauair,Germany
D4,LID,Alidaunia,Italy
D3,DAO,Daallo Airlines,Djibouti
D2,SSF,Severstal Air Company,Russia
D0,DHK,DHL Air Limited,United Kingdom
CZ,CSN,China Southern Airlines,China
CY,CYP,Cyprus Airways,Cyprus
CX,CPA,Cathay Pacific,Hong Kong
CW,CWM,Air Marshall Islands,Marshall Islands
CV,CVA,Air Chathams,New Zealand
CV,CLX,Cargolux,Luxembourg
CU,CUB,Cubana de Aviación,Cuba
CT,CAT,Civil Air Transport,Taiwan
CS,CMI,Continental Micronesia,United States
CS,CS,Cambrian Airways,United Kingdom
CQ,CCW,Central Charter,Czech Republic
CQ,EXL,Sunshine Express Airlines,Australia
CP,CDN,Canadian Airlines,Canada
CP,CPC,Canadian Pacific Airlines,Canada
CP,CPZ,Compass Airlines,United States
CO,COA,Continental Airlines,United States
CO,,Continental Express,United States
CN,,Islands Nationair,Papua New Guinea
CN,WWD,Westward Airways,United States
CM,CMP,Copa Airlines,Panama
CL,CLH,Lufthansa CityLine,Germany
CK,CKK,China Cargo Airlines,China
CJ,CFE,BA CityFlyer,United Kingdom
CJ,CBF,China Northern Airlines,China
CJ,CFE,CityFlyer Express,United Kingdom
CI,CAL,China Airlines,Taiwan
CH,BMJ,Bemidji Airlines,United States
CG,TOK,Airlines PNG,Papua New Guinea
CE,NTW,Nationwide Airlines,South Africa
CD,CND,Corendon Dutch Airlines,Netherlands
CC,ABD,Air Atlanta Icelandic,Iceland
CC,MCK,Macair Airlines,Australia
CB,KII,Kalitta Charters II,United States
CA,CCA,Air China,China
CA,CCD,Dalian Airlines,China
C9,RUS,Cirrus Airlines,Germany
C8,ICV,Cargolux Italia,Italy
C8,WDY,Chicago Jet Group,United States
C7,CIN,Cinnamon Air,Sri Lanka
C7,RLE,Rico Linhas Aéreas,Brazil
C6,CJA,CanJet,Canada
C5,UCA,CommutAir,United States
C4,IMX,Zimex Aviation,Switzerland
C3,IPR,Independent Carrier (ICAR),Ukraine
BZ,BDA,Blue Dart Aviation,India
BZ,KEE,Keystone Air Service,Canada
BY,TOM,TUI Airways,United Kingdom
BX,ABL,Air Busan,South Korea
BX,CST,Coast Air,Norway
BW,BWA,Caribbean Airlines,Trinidad and Tobago
BV,BPA,Blue Panorama Airlines,Italy
BU,BUN,Buryat Airlines Aircompany,Russia
BT,BTI,Air Baltic,Latvia
BS,BIH,British International Helicopters,United Kingdom
BS,UBG,US-Bangla Airlines,Bangladesh
BR,EVA,EVA Air,Taiwan
BQ,ROM,Aeromar Lineas Aereas Dominicanas,Dominican Republic
BQ,BTL,Baltia Air Lines,United States
BP,BOT,Air Botswana,Botswana
BO,BBD,Bluebird Nordic,Iceland
BO,BBW,BB Airways,Nepal
BO,BOU,Bouraq Indonesia Airlines,Indonesia
BN,BNF,Braniff International Airways,United States
BN,,Forward Air International Airlines,United States
BN,HZA,Horizon Airlines,Australia
BM,,Air Sicilia,Italy
BM,BMR,BMI Regional,United Kingdom
BL,PIC,Pacific Airlines,Vietnam
BK,PDC,Potomac Air,United States
BJ,ABJ,Abaeté Linhas Aéreas,Brazil
BJ,LBT,Nouvel Air Tunisie,Tunisia
BI,RBA,Royal Brunei Airlines,Brunei
BH,,Hawkair,Canada
BG,BBC,Biman Bangladesh Airlines,Bangladesh
BF,RSR,Aero-Service,Republic of the Congo
BF,MRK,MarkAir,United States
BE,BEE,Flybe,United Kingdom
BD,BMA,BMI,United Kingdom
BC,SKY,Skymark Airlines,Japan
BB,SBS,Seaborne Airlines,United States
BA,BAW,British Airways,United Kingdom
B9,BGD,Air Bangladesh,Bangladesh
B8,ERT,Eritrean Airlines,Eritrea
B7,UIA,UNI Air,Taiwan
B6,JBU,JetBlue Airways,United States
B5,FLT,Flightline,United Kingdom
B4,BCF,BACH Flugbetriebsges,Austria
B4,BKA,Bankair,United States
B3,BTN,Bhutan Airlines,Bhutan
B3,BLV,Bellview Airlines,Nigeria
B3,BVU,Bellview Airlines Sierra Leone,Sierra Leone
B2,BRU,Belavia Belarusian Airlines,Belarus
AZ,AZA,Alitalia,Italy
AZ,ITY,ITA Airways,Italy
AY,FIN,Finnair,Finland
AX,AAC,AmericanConnection,United States
AX,LOF,Trans States Airlines,United States
AW,AFW,Africa World Airlines,Ghana
AW,SCH,CHC Airways,Netherlands
AW,DIR,Dirgantara Air Service,Indonesia
AV,AVA,Avianca,Colombia
AU,AUT,Austral Líneas Aéreas,Argentina
AT,RAM,Royal Air Maroc,Morocco
AS,ASA,"Alaska Airlines, Inc.",United States
AR,ARG,Aerolíneas Argentinas,Argentina
AQ,JYH,9 Air,China
AQ,AAH,Aloha Airlines,United States
AQ,MPJ,MAP-Management and Planung,Austria
AP,LAV,AlbaStar,Spain
AO,AUZ,Australian Airlines,Australia
AN,WSN,Advanced Air,United States
AN,AAA,Ansett Australia,Australia
AM,AMX,Aeroméxico,Mexico
AL,SYX,Skywalk Airlines,United States
AL,TXC,TransAVIAexport Airlines,Belarus
AK,AXM,AirAsia,Malaysia
AJ,NIG,Aero Contractors,Nigeria
AI,AIC,Air India Limited,India
AH,DAH,Air Algérie,Algeria
AG,ARU,Aruba Airlines,Aruba
AG,ABR,ASL Airlines Ireland,Ireland
AF,AFR,Air France,France
AE,AE,Air Ceylon,Sri Lanka
AE,MDA,Mandarin Airlines,Taiwan
AD,PRZ,Air Paradise International,Indonesia
AD,AZU,Azul Linhas Aéreas Brasileiras,Brazil
AC,ACA,Air Canada,Canada
AB,BER,Air Berlin,Germany
AB,BNZ,Bonza,Australia
AA,AAL,American Airlines,United States
A9,TGZ,Georgian Airways,Georgia
A8,XAU,Aerolink Uganda,Uganda
A8,BGL,Benin Golf Air,Benin
A7,MPD,Air Plus Comet,Spain
A6,LPV,Air Alps Aviation,Austria
A6,HTU,Hongtu Airlines,China
A5,RLA,Airlinair,France
A5,HOP,Hop!,France
A4,SWD,Southern Winds Airlines,Argentina
A3,AEE,Aegean Airlines,Greece
A2,AWG,Animawings,Romania
A2,AZI,Astra Airlines,Greece
A2,CIU,Cielos Airlines,Peru
A0,MCJ,Avianca Argentina,Argentina
9Y,FGE,Fly Georgia,Georgia
9Y,NAE,National Airways Ethiopia,Ethiopia
9X,SOU,Southern Airways,United States
9W,JAI,Jet Airways,India
9V,VPA,Vipair Airlines,Kazakhstan
9U,MLD,Air Moldova,Moldova
9T,RUN,Air ACT,Turkey
9T,ABS,Transwest Air,Canada
9R,VAP,Phuket Air,Thailand
9Q,PBA,PB Air,Thailand
9P,FJL,Fly Jinnah,Pakistan
9O,,National Airways Cameroon,Cameroon
9M,GLR,Central Mountain Air,Canada
9L,CJC,Colgan Air,United States
9L,TOW,AirTanker Services,United Kingdom
9K,KAP,Cape Air,United States
9I,LLR,Air India Regional,India
9I,HTA,Helitrans,Norway
9I,LLR,Thai Sky Airlines,Thailand
9E,EDV,Endeavor Air,United States
9E,FLG,Pinnacle Airlines,United States
9D,CND,Aero Continente Dominicana,Dominican Republic
9C,CQH,Spring Airlines,China
9A,EZX,Eagle Express Air Charter,Malaysia
8Z,WVL,Wizz Air Bulgaria,Bulgaria
8Y,PBU,Air Burundi,Burundi
8Y,CYZ,China Postal Airlines,China
8W,EDR,Fly All Ways,Suriname
8W,PWF,Private Wings Flugcharter,Germany
8V,ACP,Astral Aviation,Kenya
8V,WRF,Wright Air Service,United States
8U,AAW,Afriqiyah Airways,Libya
8T,TID,Air Tindi,Canada
8S,,Scorpio Aviation,
8Q,BAJ,Baker Aviation,United States
8Q,OHY,Onur Air,Turkey
8Q,,Princess Air,
8P,PCO,Pacific Coastal Airlines,Canada
8O,YWZ,West Coast Air,Canada
8N,NKF,Barents AirLink,Sweden
8M,MXL,Maxair,Sweden
8M,MMA,Myanmar Airways International,Myanmar
8L,CGP,Cargo Plus Aviation,United Arab Emirates
8L,RHC,Redhill Aviation,United Kingdom
8K,EVS,Exploits Valley Air Services,Canada
8J,KMV,Komiinteravia,Russia
8I,,Myway Airlines,Italy
8H,BGH,BH Air,Bulgaria
8F,FFR,Fischer Air,Czech Republic
8E,BRG,Bering Air,United States
8D,SUW,Astair,Russian Federation
8D,EXV,FitsAir,Sri Lanka
8D,,Servant Air,United States
8C,ATN,Air Transport International,United States
8C,HZT,Air Horizon,Togo
8C,CXI,Corendon Airlines Europe,Malta
8B,GFI,Caribbean Star Airlines,Antigua and Barbuda
8A,BMM,Atlas Blue,Morocco
7W,QGA,Windrose Air,Germany
7T,AGV,Air Glaciers,Switzerland
7T,TOB,Tobruk Air,Libya
7S,RYA,Ryan Air Services,United States
7R,BRB,BRA-Transportes Aéreos,Brazil
7O,GAL,Galaxy Air,Kyrgyzstan
7O,TVL,Smartwings Hungary,Hungary
7N,PWD,PAWA Dominicana,Dominican Republic
7M,MYI,Mayair,Mexico
7L,AZG,Silk Way West Airlines,Azerbaijan
7L,ERO,Sun D'Or,Israel
7K,KGL,Kogalymavia Air Company,Russia
7H,RVF,Northern Pacific Airways,United States
7H,RVF,Ravn Alaska,United States
7G,SFJ,Star Flyer,Japan
7F,AKT,Canadian North,Canada
7F,FAB,First Air,Canada
7E,AWU,Sylt Air GmbH,Germany
7C,COY,Coyne Aviation,United Kingdom
7C,JJA,Jeju Air,Republic of Korea
7B,UBE,Bees Airline,Ukraine
7B,KJC,Krasnojarsky Airlines,Russia
7A,AZY,Aztec Worldwide Airlines,United States
7A,XRC,Express Air Cargo,Tunisia
6Z,UKS,Ukrainian Cargo Airways,Ukraine
6Y,ART,Smartlynx Airlines,Latvia
6W,SOV,Saratov Airlines Joint Stock Company,Russia
